Species	PUL ID	Name	Modularity	Overlap IDs	Overlap Names	Length	Postion_GH154	Count_GH154	Postion_unk	Count_unk	Postion_GH	Count_GH
Segatella buccae ATCC 33574	#11379	Predicted PUL 12	GH43_12|CBM91 unk GH10|CBM4 unk SusD SusC SusD SusC GH5_21 GH3 unk Est GH43_24 GH154 GH105 unk unk unk SusC SusD SusC SusD unk GH128 unk GH127 HTCS unk CE|GH43_10|CBM91 unk GH115 CE6|CBM48|CE			32	13	1	1, 3, 10, 15, 16, 17, 22, 24, 27, 29	10	0, 2, 8, 9, 12, 13, 14, 23, 25, 28, 30	11
Segatella buccae D17	#10889	Predicted PUL 14	GH43_12|CBM91 unk GH10|CBM4 unk SusD SusC SusD SusC GH5_21 GH3 Est GH43_24 unk GH154 GH105 unk SusC SusD GH128 unk GH127 HTCS unk SusD SusC GH115 CE6|CBM48|CE HTCS SusD SusC unk HTCS			32	13	1	1, 3, 12, 15, 19, 22, 30	7	0, 2, 8, 9, 11, 13, 14, 18, 20, 25	10
Segatella copri AF10-17	#50773	Predicted PUL 9	GH51_2 GH2 GH105 GH154 GH43_24 SusD SusC HTCS unk PL11_1			10	3	1	8	1	0, 1, 2, 3, 4	5
Segatella copri AF15-25	#52163	Predicted PUL 20	PL11_1 unk HTCS SusC SusD GH43_24 GH154 GH105 GH2 GH51_2			10	6	1	1	1	5, 6, 7, 8, 9	5
Segatella copri AM16-54	#52409	Predicted PUL 22	GH51_2 GH2 GH105 GH154 GH43_24 CBM32 SusD SusC SusD SusC HTCS			11	3	1		0	0, 1, 2, 3, 4	5
Segatella copri AM42-23AC	#52428	Predicted PUL 9	PL11_1 unk HTCS SusC SusD GH43_24 GH154 GH105 GH2 GH51_2			10	6	1	1	1	5, 6, 7, 8, 9	5
Segatella copri H-2383	#76648	Predicted PUL 21	unk Pept_MA unk unk unk Pept_MA SusD SusC unk unk GH51_2 GH2 GH105 GH154 unk unk PL33_1			17	13	1	0, 2, 3, 4, 8, 9, 14, 15	8	10, 11, 12, 13	4
Segatella copri H-2497	#76595	Predicted PUL 3	GH51_2 GH2 GH105 GH154 GH43_24 unk SusD SusC HTCS			9	3	1	5	1	0, 1, 2, 3, 4	5
Segatella copri MAG02	#79716	Predicted PUL 18	GH51_2 GH2 GH105 GH154 GH43_24 CBM32 SusD SusC SusD SusC unk HTCS			12	3	1	10	1	0, 1, 2, 3, 4	5
Segatella copri MAG04	#79778	Predicted PUL 6	GH51_2 unk GH2 GH105 GH154 GH43_24 CBM32 unk SusD SusC SusD SusC unk HTCS			14	4	1	1, 7, 12	3	0, 2, 3, 4, 5	5
Segatella copri MAG101	#79640	Predicted PUL 27	GH127 unk unk GH105 GH154 GH43_24 GH128 unk GH51_2|GH43_19 unk SusD SusC unk unk SusD SusC unk HTCS unk PL9_1			20	4	1	1, 2, 7, 9, 12, 13, 16, 18	8	0, 3, 4, 5, 6, 8	6
Segatella copri MAG138	#79694	Predicted PUL 28	unk SusC SusD unk GH51_2|GH43_19 unk GH128 GH43_24 GH154 GH105 GH127			11	8	1	0, 3, 5	3	4, 6, 7, 8, 9, 10	6
Segatella copri MAG48	#79593	Predicted PUL 2	GH51_2 GH2 GH105 GH154 GH43_24 HTCS unk PL33_1 unk unk ECF-σ GH127 unk GH97 unk GH115 SusD SusC HTCS GH43_19|GH43_29|GH43_34			20	3	1	6, 8, 9, 12, 14	5	0, 1, 2, 3, 4, 11, 13, 15, 19	9
Segatella copri P43C7771105_G5_1_JG_bc1001	#79477	Predicted PUL 13	GH51_2 GH2 GH105 GH154 GH43_24 CBM32 SusD SusC SusD SusC HTCS unk SusC SusD PL33_1			15	3	1	11	1	0, 1, 2, 3, 4	5
Segatella maculosa DSM 19339	#11275	Predicted PUL 10	GH105 unk GH154 PL33_1 GH43_24 GH16 SusD SusC SusD SusC			10	2	1	1	1	0, 2, 4, 5	4
Segatella maculosa OT 289	#10913	Predicted PUL 6	GH105 unk GH154 PL33_1 GH43_24 GH16_3 SusD SusC SusD SusC			10	2	1	1	1	0, 2, 4, 5	4
Segatella paludivivens DSM 17968	#12130	Predicted PUL 3	HTCS unk SusC SusD GH154 GH105			6	4	1	1	1	4, 5	2
Seramator thermalis SYSU GA16112	#57587	Predicted PUL 12	GH146 GH97 GH51_1 HTCS SusC SusD GH154 GH16_3|GH43_24 PL42 GH105 GH2 GH92			12	6	1		0	0, 1, 2, 6, 7, 9, 10, 11	8
Sinomicrobium kalidii HD2P242	#58399	Predicted PUL 57	SusC SusD GH16_10|GH154 PL42 GH88			5	2	1		0	2, 4	2
Sinomicrobium oceani CGMCC 1.12145	#18167	Predicted PUL 14	SusC SusD unk GH154|GH16_10 PL42 GH88			6	3	1	2	1	3, 5	2
Solitalea koreensis DSM 21342	#32178	Predicted PUL 10	unk GH35|CBM32 Pept_MA unk unk GH95 GH154 GH88 GH154 GH105 PL SusD SusC SusD SusC			15	6, 8	2	0, 3, 4	3	1, 5, 6, 7, 8, 9	6
Solitalea lacus S2-8	#59189	Predicted PUL 18	GH3 GH74|CBM96|CBM96|CBM32 unk unk GH154 GH105 SusD SusC SusD SusC			10	4	1	2, 3	2	0, 1, 4, 5	4
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	#29315	Predicted PUL 3	HTCS SusC SusD SusC SusD GH95 PL8_3 GH88 GH154 unk unk			11	8	1	9, 10	2	5, 7, 8	3
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	#29334	Predicted PUL 22	Sulf_1 HTCS PL42 GH43_19|GH43_34 GH105 GH154 GH43_24 GH35 SusC SusD SusC SusD GH16_3			13	5	1		0	3, 4, 5, 6, 7, 12	6
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	#29360	Predicted PUL 48	GH154 GH105 GH43_10|CBM91 CBM32 SusD SusC SusD SusC unk			9	0	1	8	1	0, 1, 2	3
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	#29361	Predicted PUL 49	HTCS GH154 GH88 unk unk Pept_MA unk unk unk SusD SusC unk unk SusD SusC			15	1	1	3, 4, 6, 7, 8, 11, 12	7	1, 2	2
Sphingobacterium bambusae KACC 22910	#77214	Predicted PUL 52	GH88 GH95 GH95 HTCS SusC SusD PL33_1 GH154 GH88			9	7	1		0	0, 1, 2, 7, 8	5
Sphingobacterium daejeonense NCTC13534	#38164	Predicted PUL 44	GH20 unk unk unk SusC SusD PL33_1 GH154 GH88			9	7	1	1, 2, 3	3	0, 7, 8	3
Sphingobacterium faecium WB1	#70384	Predicted PUL 1	HTCS unk GH105 GH154 PL42 GH154 SusC SusD unk unk unk unk CE12 GH105 GH43_18 GH2 GH28 PL11_1 CE12 CE12 GH105 unk GH106 SusC SusD GntR			26	3, 5	2	1, 8, 9, 10, 11, 21	6	2, 3, 5, 13, 14, 15, 16, 20, 22	9
Sphingobacterium faecium WB1	#70428	Predicted PUL 45	GH88 GH154 SusD SusC HTCS GH88			6	1	1		0	0, 1, 5	3
Sphingobacterium faecium WB8	#74232	Predicted PUL 22	GH88 GH154 SusD SusC HTCS GH88			6	1	1		0	0, 1, 5	3
Sphingobacterium faecium WB8	#74257	Predicted PUL 47	HTCS GH105 GH154 PL42 GH154 SusC SusD unk unk unk unk CE12 GH105 GH43_18 GH2 GH28 PL11_1 CE12 CE12 GH105 unk GH106 SusC SusD GntR			25	2, 4	2	7, 8, 9, 10, 20	5	1, 2, 4, 12, 13, 14, 15, 19, 21	9
Sphingobacterium multivorum BIGb0170	#46237	Predicted PUL 14	SusC SusD unk SusC SusD unk unk GH43_10|CBM91 unk GH154 GH97 ECF-σ unk unk unk unk			16	9	1	2, 5, 6, 8, 12, 13, 14, 15	8	7, 9, 10	3
Sphingobacterium multivorum BIGb0170	#46276	Predicted PUL 53	PL42 GH154 GH105 HTCS GH2 GH16_3|GH43_24 SusD SusC			8	1	1		0	1, 2, 4, 5	4
Sphingobacterium multivorum BIGb0170	#46290	Predicted PUL 67	GH88 GH154 SusD SusC HTCS GH88 GH95			7	1	1		0	0, 1, 5, 6	4
Sphingobacterium multivorum DSM 11691	#41653	Predicted PUL 41	GH88 GH154 SusD SusC HTCS GH88 GH95 GH95			8	1	1		0	0, 1, 5, 6, 7	5
Sphingobacterium multivorum DSM 11691	#41669	Predicted PUL 57	PL42 GH154 GH105 HTCS GH2 GH16_3|GH43_24 SusD SusC unk ECF-σ			10	1	1	8	1	1, 2, 4, 5	4
Sphingobacterium multivorum FDAARGOS_1140	#48284	Predicted PUL 17	PL42 GH154 GH105 HTCS GH2 GH16_3|GH43_24 SusD SusC unk ECF-σ			10	1	1	8	1	1, 2, 4, 5	4
Sphingobacterium multivorum FDAARGOS_1141	#48407	Predicted PUL 61	PL42 GH154 GH105 HTCS GH2 GH16_3|GH43_24 SusD SusC			8	1	1		0	1, 2, 4, 5	4
Sphingobacterium multivorum FDAARGOS_1141	#48424	Predicted PUL 78	GH88 GH154 SusD SusC HTCS GH88 GH95			7	1	1		0	0, 1, 5, 6	4
Sphingobacterium multivorum FDAARGOS_1142	#47986	Predicted PUL 6	GH95 GH88 HTCS SusC SusD GH154 GH88			7	5	1		0	0, 1, 5, 6	4
Sphingobacterium multivorum FDAARGOS_1142	#48003	Predicted PUL 23	SusC SusD GH16_3|GH43_24 GH2 HTCS GH105 GH154 PL42			8	6	1		0	2, 3, 5, 6	4
Sphingobacterium multivorum FDAARGOS_1142	#48040	Predicted PUL 60	unk unk unk unk ECF-σ unk GH97 GH154 unk GH43_10|CBM91 GH2|CBM32 GH35 GH95 Pept_MA CBM32 SusD SusC Anti-σ ECF-σ			19	7	1	0, 1, 2, 3, 5, 8	6	6, 7, 9, 10, 11, 12	6
Sphingobacterium multivorum FDAARGOS_1143	#48197	Predicted PUL 46	GH95 GH88 HTCS SusC SusD GH154 GH88			7	5	1		0	0, 1, 5, 6	4
Sphingobacterium multivorum FDAARGOS_1143	#48210	Predicted PUL 59	ECF-σ ECF-σ unk SusC SusD GH16_3|GH43_24 GH2 HTCS GH105 GH154 PL42			11	9	1	2	1	5, 6, 8, 9	4
Sphingobacterium multivorum FDAARGOS_1203	#49402	Predicted PUL 1	GH95 GH95 GH88 HTCS SusC SusD GH154 GH88			8	6	1		0	0, 1, 2, 6, 7	5
Sphingobacterium multivorum FDAARGOS_1203	#49460	Predicted PUL 59	PL42 GH154 GH105 HTCS GH2 GH16_3|GH43_24 SusD SusC unk ECF-σ			10	1	1	8	1	1, 2, 4, 5	4
Sphingobacterium nematocida DSM 24091	#42309	Predicted PUL 61	PL8_3 GH88 GH154 SusD SusC HTCS GH95 GH88			8	2	1		0	1, 2, 6, 7	4
Sphingobacterium oryzagri KACC 22765	#72685	Predicted PUL 14	GH88 GH95 HTCS SusC SusD PL33_1 GH154 GH88 unk			9	6	1	8	1	0, 1, 6, 7	4
Sphingobacterium psychroaquaticum DSM 22418	#26276	Predicted PUL 36	unk unk unk unk EPI GH97 GH43_29 GH51_2 GH146 SusC SusD GH43_19|GH43_34 GH2 GH105 GH154 PL42 unk ECF-σ			18	14	1	0, 1, 2, 3, 16	5	5, 6, 7, 8, 11, 12, 13, 14	8
Sphingobacterium psychroaquaticum SJ-25	#37444	Predicted PUL 27	unk unk unk unk EPI GH97 GH43_29 GH51_2 GH146 SusC SusD GH43_19|GH43_34 GH2 GH105 GH154 PL42 unk ECF-σ			18	14	1	0, 1, 2, 3, 16	5	5, 6, 7, 8, 11, 12, 13, 14	8
Sphingobacterium siyangense CGMCC 1.6855	#17912	Predicted PUL 4	CBM96 GH88 GH154 SusD SusC HTCS GH88 GH95			8	2	1		0	1, 2, 6, 7	4
Sphingobacterium siyangense CGMCC 1.6855	#17930	Predicted PUL 22	SusC SusD GH16_3|GH43_24 GH2 HTCS GH105 GH154 PL42			8	6	1		0	2, 3, 5, 6	4
Sphingobacterium siyangense FTD2	#60969	Predicted PUL 14	GH95 GH88 HTCS SusC SusD GH154 GH88 CBM96			8	5	1		0	0, 1, 5, 6	4
Sphingobacterium siyangense FTD2	#60985	Predicted PUL 30	SusC SusD GH16_3|GH43_24 GH2 HTCS GH105 GH154 PL42			8	6	1		0	2, 3, 5, 6	4
Sphingobacterium siyangense PDNC006 	#49567	Predicted PUL 1	GH88 GH154 SusD SusC HTCS GH88 GH95			7	1	1		0	0, 1, 5, 6	4
Sphingobacterium siyangense PDNC006 	#49647	Predicted PUL 81	PL42 GH154 GH105 HTCS GH2 GH16_3|GH43_24 SusD SusC			8	1	1		0	1, 2, 4, 5	4
Sphingobacterium sp. B29	#24536	Predicted PUL 14	GH95 GH88 HTCS SusC SusD GH154 GH88 CBM96			8	5	1		0	0, 1, 5, 6	4
Sphingobacterium sp. B29	#24552	Predicted PUL 30	SusC SusD GH16_3|GH43_24 GH2 HTCS GH105 GH154 PL42			8	6	1		0	2, 3, 5, 6	4
Sphingobacterium sp. dk4302	#40831	Predicted PUL 33	GH2 GH88 GH154 PL33_1 SusD SusC			6	2	1		0	0, 1, 2	3
Sphingobacterium sp. DR205	#43782	Predicted PUL 17	GH95 GH88 HTCS SusC SusD GH154 GH88 GH154			8	5, 7	2		0	0, 1, 5, 6, 7	5
Sphingobacterium sp. DR205	#43850	Predicted PUL 85	SusD SusC GH154 PL42 GH154 GH105 HTCS			7	2, 4	2		0	2, 4, 5	3
Sphingobacterium sp. ML3W	#20789	Predicted PUL 23	GH146 GH51_2 GH51_2 GH43_19 SusC SusD unk GH43_19|GH43_34 GH97 GH105 GH154			11	10	1	6	1	0, 1, 2, 3, 7, 8, 9, 10	8
Sphingobacterium sp. ML3W (other)	#73449	Predicted PUL 64	SusC SusD PL33_1 GH154 GH88 PL8_3 Sulf_1			7	3	1		0	3, 4	2
Sphingobacterium sp. ML3W (other)	#73452	Predicted PUL 67	GH88 GH154 SusD SusC HTCS GH88 GH95			7	1	1		0	0, 1, 5, 6	4
Sphingobacterium sp. PCS056	#60812	Predicted PUL 9	GH88 GH154 SusD SusC HTCS GH88			6	1	1		0	0, 1, 5	3
Sphingobacterium sp. PCS056	#60834	Predicted PUL 31	HTCS GH105 GH154 PL42 GH154 SusC SusD unk unk unk unk CE12 GH105 GH43_18 GH2 GH28 PL11_1 CE12 CE12 GH105 unk GH106 SusC SusD GntR			25	2, 4	2	7, 8, 9, 10, 20	5	1, 2, 4, 12, 13, 14, 15, 19, 21	9
Sphingobacterium sp. PM2-P1-29	#22356	Predicted PUL 32	GH88 unk HTCS SusC SusD GH154 GH88			7	5	1	1	1	0, 5, 6	3
Sphingobacterium sp. PM2-P1-29	#22373	Predicted PUL 49	GntR SusD SusC GH106 unk GH105 CE12 CE12 PL11_1 GH28 GH2 GH43_18 GH105 CE12 unk unk unk unk SusD SusC GH154 PL42 GH154 GH105 HTCS			25	20, 22	2	4, 14, 15, 16, 17	5	3, 5, 9, 10, 11, 12, 20, 22, 23	9
Sphingobacterium sp. SRCM116780	#58837	Predicted PUL 33	GH88 GH154 SusD SusC HTCS GH88 PL33_1			7	1	1		0	0, 1, 5	3
Sphingobacterium sp. UDSM-2020	#47401	Predicted PUL 10	GH88 GH154 SusD SusC HTCS GH88 PL33_1 GH95			8	1	1		0	0, 1, 5, 7	4
Sphingobacterium sp. UDSM-2020	#47419	Predicted PUL 28	HTCS GH105 GH154 PL42 GH154 SusC SusD			7	2, 4	2		0	1, 2, 4	3
Sphingobacterium sp. UGAL515B_05	#76986	Predicted PUL 25	GH88 GH154 SusD SusC HTCS GH88 GH95			7	1	1		0	0, 1, 5, 6	4
Sphingobacterium sp. UGAL515B_05	#77012	Predicted PUL 51	HTCS GH105 GH154 PL42 GH154 SusC SusC SusD			8	2, 4	2		0	1, 2, 4	3
Sphingobacterium sp. UGAL515B_05	#77028	Predicted PUL 67	SusC SusD GH139 unk unk GH120 GH92 GH29 GH154 unk GH3 GH2 unk GH43_28			14	8	1	3, 4, 9, 12	4	2, 5, 6, 7, 8, 10, 11, 13	8
Sphingobacterium sp. WM	#73850	Predicted PUL 45	GH20 SusC SusD PL33_1 GH154 GH88			6	4	1		0	0, 4, 5	3
Sphingobacterium spiritivorum ATCC 33861	#9819	Predicted PUL 19	GH88 GH95 GH88 GH154 SusD SusC unk HTCS			8	3	1	6	1	0, 1, 2, 3	4
Sphingobacterium spiritivorum FDAARGOS_1144	#48116	Predicted PUL 38	HTCS SusC SusD GH154 GH88 GH95 GH88			7	3	1		0	3, 4, 5, 6	4
Sphingobacterium spiritivorum FDAARGOS_1145	#47941	Predicted PUL 32	HTCS SusC SusD GH154 GH88 unk GH88			7	3	1	5	1	3, 4, 6	3
Sphingobacterium spiritivorum FDAARGOS_1145	#47952	Predicted PUL 43	SusD SusC GH88 GH154 unk HTCS			6	3	1	4	1	2, 3	2
Sphingobacterium spiritivorum FDAARGOS_1146	#47860	Predicted PUL 24	GH88 GH95 GH88 GH154 SusD SusC HTCS			7	3	1		0	0, 1, 2, 3	4
Sphingobacterium spiritivorum HAMBI_1896	#78202	Predicted PUL 9	HTCS SusC SusD GH154 GH88 GH95 GH88			7	3	1		0	3, 4, 5, 6	4
Sphingobacterium thalpophilum BAA-1094	#80035	Predicted PUL 27	PL42 GH154 GH105 HTCS unk unk GH16_3|GH43_24 SusD SusC unk ECF-σ ECF-σ			12	1	1	4, 5, 9	3	1, 2, 6	3
Sphingobacterium thalpophilum BAA-1094	#80048	Predicted PUL 40	CBM96 GH88 GH154 SusD unk SusC HTCS unk GH88 GH95			10	2	1	4, 7	2	1, 2, 8, 9	4
Sphingobacterium thalpophilum DSM 11723	#18628	Predicted PUL 25	GH43_5 GH43_4 SusD SusC HTCS GH105 GH154 PL42|GH154 SusC SusD			10	6, 7	2		0	0, 1, 5, 6, 7	5
Sphingobacterium thalpophilum NCTC11429	#38049	Predicted PUL 21	GH43_5 GH43_4 SusD SusC HTCS GH105 GH154 PL42|GH154 SusC SusD			10	6, 7	2		0	0, 1, 5, 6, 7	5
Sphingobacterium wenxiniae DSM 22789	#25524	Predicted PUL 17	PL8_3 SusD SusC unk GH88 GH154 HTCS PL33_1 GH88			9	5	1	3	1	4, 5, 8	3
Spirosoma endophyticum DSM 26130	#27034	Predicted PUL 49	GH154 GH78 unk SusC SusD unk GH13			7	0	1	2, 5	2	0, 1, 6	3
Spirosoma sp. KUDC1026	#45881	Predicted PUL 22	HTCS GH105 unk unk unk GH78 GH154 GH105 GH43_24 GH16_3 SusD SusC HTCS			13	6	1	2, 3, 4	3	1, 5, 6, 7, 8, 9	6
Tamlana fucoidanivorans CW2-9	#63079	Predicted PUL 10	GH154 GH105 GH29 GH3 HTCS unk SusD unk SusD SusC unk unk Sulf_1 unk			14	0	1	5, 7, 10, 11, 13	5	0, 1, 2, 3	4
Tamlana nanhaiensis FHC16	#32445	Predicted PUL 5	unk unk unk GH154 CBM13 unk GH51_1 GH128 GH43_19|GH43_34 GH29 unk GH31_4 GH2 unk GH43_17 unk GH27|CBM51 GH43_29 unk GH43_19|GH43_29 GH43_19 GH43_19|GH43_34 GH2 unk GH16_10 unk unk SusD SusC GH2 GH105 PL42 HTCS			33	3	1	0, 1, 2, 5, 10, 13, 15, 18, 23, 25, 26	11	3, 6, 7, 8, 9, 11, 12, 14, 16, 17, 19, 20, 21, 22, 24, 29, 30	17
Tamlana nanhaiensis FHC16	#32446	Predicted PUL 6	GH128 unk GH154 CBM13 GH43_19 GH43_19 GH105 GH2 GH115 SusD SusC HTCS GH115 unk unk GH39|CBM84 GH43_34 MFS HTCS GH115 GH92 GH2 GH28 GH92 SusD SusC			26	2	1	1, 13, 14	3	0, 2, 4, 5, 6, 7, 8, 12, 15, 16, 19, 20, 21, 22, 23	15
Wenyingzhuangia fucanilytica CZ1127	#23682	Predicted PUL 7	GH2 unk GH105|GH154 CBM102 unk SusD SusC Sulf_1 Sulf_1 GH16_11 GH117 GH16_11 GH16_14 unk GH29 unk unk unk unk unk MFS unk HTCS			23	2	1	1, 4, 13, 15, 16, 17, 18, 19, 21	9	0, 2, 9, 10, 11, 12, 14	7
Xylanibacter brevis ATCC 19188	#6224	Predicted PUL 17	GH154 GH28 SusC SusD ECF-σ			5	0	1		0	0, 1	2
Xylanibacter brevis P6B11	#6197	Predicted PUL 12	unk unk ECF-σ unk GH154 GH28 SusC SusD ECF-σ unk unk			11	4	1	0, 1, 3, 9, 10	5	4, 5	2
Xylanibacter oryzae DSM 17970	#7400	Predicted PUL 25	GH3 unk HTCS SusC SusD unk GH154 GH43_24 SusC SusD HTCS GH2 GH30_4 GH35|CBM32 unk unk GH51_2 GH2 PL9_1			19	6	1	1, 5, 14, 15	4	0, 6, 7, 11, 12, 13, 16, 17	8
Xylanibacter ruminicola 23	#6367	Predicted PUL 17	HTCS GH43_19|GH43_24 SusC SusD GH105 PL33_1 unk GH154 SusD SusC HTCS			11	7	1	6	1	1, 4, 7	3
Xylanibacter ruminicola AR32	#6414	Predicted PUL 7	HTCS GH43_24 SusC SusD GH105 PL33_1 GH154 SusD SusC HTCS			10	6	1		0	1, 4, 6	3
Xylanibacter ruminicola ATCC 19189	#6398	Predicted PUL 19	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS			11	3	1	4	1	3, 6, 9	3
Xylanibacter ruminicola BPI-162	#6473	Predicted PUL 7	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS			11	3	1	4	1	3, 6, 9	3
Xylanibacter ruminicola BPI-34	#6444	Predicted PUL 9	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS			11	3	1	4	1	3, 6, 9	3
Xylanibacter ruminicola D31d	#6507	Predicted PUL 12	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS			11	3	1	4	1	3, 6, 9	3
Xylanibacter ruminicola Ga6B6	#6560	Predicted PUL 2	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS			11	3	1	4	1	3, 6, 9	3
Xylanibacter ruminicola KHP1	#52626	Predicted PUL 12	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS			11	3	1	4	1	3, 6, 9	3
Xylanibacter ruminicola KHT3	#6537	Predicted PUL 9	HTCS GH43_19|GH43_24 SusC SusD GH105 PL33_1 GH154			7	6	1		0	1, 4, 6	3
Zhouia spongiae HN-Y44	#59934	Predicted PUL 18	GH88 unk SusC SusD GH2 Sulf_1 Sulf_1 GH29 Sulf_1 GH117 unk SusC SusD unk CBM32 Sulf_1 unk PL12_1 unk unk unk unk unk GH154			24	23	1	1, 10, 13, 16, 18, 19, 20, 21, 22	9	0, 4, 7, 9, 23	5
Zunongwangia mangrovi DSM 24499	#31240	Predicted PUL 19	GH43_29 GH43_19 GH43_19 GH43_19|GH43_34 GH43_24 GH154 GH16_3 GH2 GH88 PL42 SusD SusC HTCS			13	5	1		0	0, 1, 2, 3, 4, 5, 6, 7, 8	9
Zunongwangia profunda SM-A87	#9148	Predicted PUL 13	SusC SusD PL42 GH88 GH2 GH16_3 GH154 GH43_24 GH43_19|GH43_34 GH43_19 GH43_19 GH43_29			12	6	1		0	3, 4, 5, 6, 7, 8, 9, 10, 11	9
Zunongwangia sp. HGR-M22	#72955	Predicted PUL 6	HTCS SusC SusD PL42 GH88 GH2 GH16_3 GH154 GH43_24 GH43_19 GH43_19 GH43_19 GH43_29			13	7	1		0	4, 5, 6, 7, 8, 9, 10, 11, 12	9
Zunongwangia sp. HRR-M8	#72941	Predicted PUL 18	GH43_29 GH43_19 GH43_19 GH43_24 GH154 GH16_3 GH2 GH88 PL42 SusD SusC HTCS			12	4	1		0	0, 1, 2, 3, 4, 5, 6, 7	8
Zunongwangia sp. SCSIO 43204	#55271	Predicted PUL 32	GH43_29 unk GH43_19 GH43_19|GH43_34 GH43_24 GH154 GH16_3 GH2 GH88 PL42 unk unk unk SusD SusC HTCS			16	5	1	1, 10, 11, 12	4	0, 2, 3, 4, 5, 6, 7, 8	8
Algoriphagus machipongonensis	#14951	CAZyme cluster 2	unk unk GH154 GH109 unk GH113 unk unk unk unk unk GT2 GT2 unk unk unk			16	2	1	0, 1, 4, 6, 7, 8, 9, 10, 13, 14, 15	11	2, 3, 5	3
Arachidicoccus terrestris 5GH13-10	#55776	CAZyme cluster 1	unk unk unk unk GH29 GH154 GH88			7	5	1	0, 1, 2, 3	4	4, 5, 6	3
Bacteroides faecis 23218	#45746	CAZyme cluster 11	GH35|CBM32 GH43_19 GH51_2 GH31_4 unk GH97 unk GH127 GH43_34 unk GH154 HTCS			12	10	1	4, 6, 9	3	0, 1, 2, 3, 5, 7, 8, 10	8
Bacteroides faecium CBA7301	#44348	CAZyme cluster 1	GH154 unk GH29 GH29			4	0	1	1	1	0, 2, 3	3
Bacteroides faecium CBA7301	#44349	CAZyme cluster 2	GH35|CBM32 GH43_19 GH51_2 GH97 GH154 GH43_24 PL42 GH105			8	4	1		0	0, 1, 2, 3, 4, 5, 7	7
Bacteroides finegoldii DSM 17565	#3896	CAZyme cluster 3	GH105 GH154 GH28 GH35|CBM32			4	1	1		0	0, 1, 2, 3	4
Bacteroides finegoldii DSM 17565	#3898	CAZyme cluster 5	PL42 GH43_24 unk GH154 unk unk unk GH97 GH51_2 GH43_19 GH35|CBM32			11	3	1	2, 4, 5, 6	4	1, 3, 7, 8, 9, 10	6
Bacteroides finegoldii TSDC17.2	#27269	CAZyme cluster 2	PL42 GH43_24 GH154 GH97 GH51_2 GH43_19 GH35|CBM32			7	2	1		0	1, 2, 3, 4, 5, 6	6
Bacteroides ilei Marseille-P3208	#47331	CAZyme cluster 6	unk PL42 GH105|GH154 unk GH51_2 GH43_18 GH2 GH43_34|CBM32			8	2	1	0, 3	2	2, 4, 5, 6, 7	5
Bacteroides intestinalis DSM 17393	#96	CAZyme cluster 1	GH109 GH2 GH105 GH29 GH154 GH29 HTCS			7	4	1		0	0, 1, 2, 3, 4, 5	6
Bacteroides ovatus 115	#52885	CAZyme cluster 1	GH35|CBM32 unk GH154 GH105			4	2	1	1	1	0, 2, 3	3
Bacteroides ovatus 115	#52888	CAZyme cluster 4	PL42 GH43_24 unk GH154			4	3	1	2	1	1, 3	2
Bacteroides ovatus 17.2	#52770	CAZyme cluster 3	GH35|CBM32 GH28 GH154 GH105			4	2	1		0	0, 1, 2, 3	4
Bacteroides ovatus 17.2	#52772	CAZyme cluster 5	GH105 PL42 GH43_24 unk GH154 HTCS GH31_4 unk GH97 GH51_2 GH43_19 GH35|CBM32			12	4	1	3, 7	2	0, 2, 4, 6, 8, 9, 10, 11	8
Bacteroides ovatus 3725 D1 iv	#39587	CAZyme cluster 4	GH31_4 HTCS GH154 unk GH43_24 PL42 GH105			7	2	1	3	1	0, 2, 4, 6	4
Bacteroides ovatus 3_8_47FAA	#2526	CAZyme cluster 3	GH105 PL42 GH43_24 unk GH154 HTCS GH31_4 unk GH97 GH51_2 GH43_19 GH35|CBM32			12	4	1	3, 7	2	0, 2, 4, 6, 8, 9, 10, 11	8
Bacteroides ovatus 3_8_47FAA	#2532	CAZyme cluster 9	GH35|CBM32 GH28 GH154 GH105			4	2	1		0	0, 1, 2, 3	4
Bacteroides ovatus An161	#36042	CAZyme cluster 3	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105			12	7	1	4, 8	2	0, 1, 2, 3, 5, 7, 9, 11	8
Bacteroides ovatus An161	#36047	CAZyme cluster 8	GH105 GH154 GH28 GH35|CBM32			4	1	1		0	0, 1, 2, 3	4
